epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,531.264,0.41636,0.28578,0.82124,0.94551,0.95238,0.99295,0.83611,0.61756,0.42047,0.94438,0.000580174,0.000580174,0.000580174
182,534.315,0.44092,0.31689,0.82997,0.94254,0.97619,0.98177,0.84217,0.57876,0.45764,0.92747,0.000575458,0.000575458,0.000575458
183,537.331,0.43205,0.30322,0.83066,0.90581,0.95441,0.98098,0.83675,0.57886,0.48409,0.9252,0.000570743,0.000570743,0.000570743
184,540.382,0.41429,0.2875,0.81194,0.90823,0.95238,0.96611,0.81566,0.63107,0.50062,0.98629,0.000566027,0.000566027,0.000566027
185,543.394,0.42409,0.29349,0.84154,0.9553,0.97619,0.98544,0.84146,0.647,0.40021,0.96366,0.000561311,0.000561311,0.000561311
186,546.38,0.43081,0.2967,0.81947,0.94212,0.97619,0.98877,0.84422,0.59965,0.40959,0.94622,0.000556595,0.000556595,0.000556595
187,549.401,0.41846,0.2925,0.82305,0.91252,0.97619,0.98171,0.85355,0.6125,0.41906,0.93674,0.00055188,0.00055188,0.00055188
188,552.446,0.41158,0.28069,0.82522,0.93533,0.97965,0.99101,0.86687,0.60441,0.39079,0.93358,0.000547164,0.000547164,0.000547164
189,555.441,0.39976,0.28028,0.81352,0.94423,0.97549,0.99018,0.85488,0.61171,0.4018,0.91482,0.000542448,0.000542448,0.000542448
190,558.479,0.39086,0.27569,0.8044,0.9552,0.97619,0.98045,0.84269,0.58554,0.38982,0.91884,0.000537733,0.000537733,0.000537733
191,561.498,0.41066,0.2913,0.81398,0.95899,0.97619,0.98357,0.84245,0.57597,0.40047,0.91751,0.000533017,0.000533017,0.000533017
192,564.527,0.38621,0.27404,0.80551,0.97105,0.97619,0.99409,0.84349,0.60609,0.40002,0.93729,0.000528301,0.000528301,0.000528301
193,567.479,0.40128,0.2849,0.82002,0.98024,0.97745,0.995,0.85283,0.61364,0.38349,0.95819,0.000523586,0.000523586,0.000523586
194,570.416,0.4157,0.29363,0.83164,0.96145,0.97619,0.99326,0.88696,0.53298,0.40596,0.87796,0.00051887,0.00051887,0.00051887
195,573.459,0.42792,0.28808,0.83228,0.99455,0.97619,0.99409,0.85856,0.55719,0.34659,0.86546,0.000514154,0.000514154,0.000514154
196,576.387,0.42721,0.28792,0.82146,0.9924,0.97879,0.995,0.85927,0.57223,0.32512,0.87612,0.000509438,0.000509438,0.000509438
197,579.365,0.41139,0.28794,0.82227,0.98388,0.98907,0.995,0.87442,0.5736,0.34193,0.88714,0.000504723,0.000504723,0.000504723
198,582.396,0.42512,0.28981,0.81743,0.99329,0.9962,0.995,0.87597,0.57528,0.36049,0.89304,0.000500007,0.000500007,0.000500007
199,585.384,0.41702,0.29256,0.83164,0.9937,0.97619,0.99409,0.8482,0.5977,0.41555,0.91768,0.000495291,0.000495291,0.000495291
200,588.331,0.41114,0.28152,0.8226,0.99015,0.97619,0.99409,0.83812,0.65404,0.40441,0.95905,0.000490576,0.000490576,0.000490576
201,591.274,0.41188,0.29777,0.81354,0.9949,0.97113,0.9925,0.85589,0.5904,0.39433,0.90889,0.00048586,0.00048586,0.00048586
202,594.214,0.39765,0.28716,0.80568,0.96173,0.97619,0.99131,0.86542,0.58941,0.3938,0.90652,0.000481144,0.000481144,0.000481144
203,597.2,0.38939,0.27024,0.81245,0.96874,0.97787,0.99295,0.87057,0.58117,0.35274,0.90386,0.000476429,0.000476429,0.000476429
204,600.134,0.40205,0.28558,0.8217,0.95769,0.99672,0.99192,0.86258,0.60211,0.36989,0.90299,0.000471713,0.000471713,0.000471713
205,603.116,0.40659,0.28233,0.81382,0.93199,0.9974,0.99192,0.86369,0.58903,0.38305,0.90189,0.000466997,0.000466997,0.000466997
206,606.11,0.39635,0.27571,0.80363,0.98324,0.99744,0.995,0.87625,0.58521,0.33069,0.90331,0.000462281,0.000462281,0.000462281
207,609.049,0.38583,0.27217,0.81395,0.99103,0.99962,0.995,0.86175,0.61255,0.31711,0.92431,0.000457566,0.000457566,0.000457566
208,612.044,0.40731,0.27998,0.82859,0.97373,1,0.99409,0.86872,0.61067,0.32522,0.93886,0.00045285,0.00045285,0.00045285
209,615.014,0.39375,0.26014,0.81944,0.9947,1,0.995,0.84957,0.63027,0.34912,0.92686,0.000448134,0.000448134,0.000448134
210,617.947,0.37887,0.26717,0.80835,0.96898,0.98764,0.995,0.84099,0.62357,0.35822,0.92824,0.000443419,0.000443419,0.000443419
211,620.934,0.40133,0.2817,0.82409,0.95409,0.95539,0.98231,0.84287,0.5941,0.41431,0.91265,0.000438703,0.000438703,0.000438703
212,623.959,0.3744,0.26689,0.80409,0.96441,0.97619,0.99326,0.84573,0.57988,0.38738,0.90237,0.000433987,0.000433987,0.000433987
213,626.986,0.39074,0.27054,0.79574,0.94611,1,0.99207,0.83515,0.5714,0.37927,0.88851,0.000429272,0.000429272,0.000429272
214,629.938,0.37045,0.25994,0.81149,0.98061,0.97619,0.99409,0.85447,0.59444,0.35968,0.90497,0.000424556,0.000424556,0.000424556
215,632.936,0.39409,0.28366,0.81541,0.92835,0.95913,0.99409,0.85134,0.59738,0.39035,0.91237,0.00041984,0.00041984,0.00041984
216,635.928,0.40426,0.27014,0.81602,0.852,0.95238,0.98673,0.84963,0.6004,0.47935,0.9129,0.000415124,0.000415124,0.000415124
217,638.901,0.3855,0.26029,0.80585,0.92436,0.92549,0.98937,0.86388,0.58466,0.42135,0.90528,0.000410409,0.000410409,0.000410409
218,641.882,0.40243,0.285,0.81065,0.98,0.97619,0.9918,0.85695,0.57283,0.39694,0.8951,0.000405693,0.000405693,0.000405693
219,644.894,0.36423,0.2698,0.81197,0.99278,0.97619,0.9925,0.8492,0.59415,0.3707,0.8959,0.000400977,0.000400977,0.000400977
220,647.907,0.38642,0.26099,0.81916,0.99569,1,0.995,0.84692,0.59315,0.34675,0.89423,0.000396262,0.000396262,0.000396262
221,650.951,0.3701,0.26263,0.80889,0.99534,1,0.995,0.85295,0.59682,0.34484,0.90442,0.000391546,0.000391546,0.000391546
222,653.942,0.37791,0.26131,0.80931,0.99515,0.96663,0.995,0.84845,0.62033,0.35504,0.91852,0.00038683,0.00038683,0.00038683
223,656.971,0.39167,0.27273,0.82725,0.95782,0.99252,0.99409,0.85877,0.6206,0.42827,0.90588,0.000382115,0.000382115,0.000382115
224,659.958,0.36577,0.25625,0.79702,0.955,0.96177,0.995,0.86213,0.6004,0.39875,0.88761,0.000377399,0.000377399,0.000377399
225,662.927,0.38936,0.26424,0.82007,0.96118,0.99766,0.995,0.87078,0.58071,0.34165,0.88609,0.000372683,0.000372683,0.000372683
226,665.921,0.38045,0.26046,0.81662,0.99182,0.96251,0.995,0.86399,0.57795,0.32421,0.89563,0.000367967,0.000367967,0.000367967
227,668.883,0.39028,0.26519,0.81496,0.99375,0.99902,0.995,0.867,0.5549,0.32083,0.89034,0.000363252,0.000363252,0.000363252
228,671.854,0.36365,0.25369,0.8131,0.98521,0.97619,0.989,0.84457,0.55658,0.34158,0.8909,0.000358536,0.000358536,0.000358536
229,674.845,0.35316,0.25594,0.79774,0.98474,0.97619,0.9925,0.83169,0.57448,0.33854,0.89822,0.00035382,0.00035382,0.00035382
230,677.834,0.36799,0.25842,0.80318,0.99629,0.97784,0.995,0.85836,0.58543,0.33425,0.90328,0.000349105,0.000349105,0.000349105
231,680.864,0.36119,0.25044,0.80027,0.98898,0.99869,0.995,0.85609,0.59307,0.36022,0.90241,0.000344389,0.000344389,0.000344389
232,683.88,0.3518,0.24915,0.79687,0.99528,1,0.995,0.86352,0.57372,0.33978,0.89146,0.000339673,0.000339673,0.000339673
233,686.842,0.36782,0.25818,0.80038,0.99514,1,0.995,0.8849,0.57813,0.32009,0.89666,0.000334958,0.000334958,0.000334958
234,689.833,0.35557,0.2539,0.8172,0.99547,1,0.995,0.88605,0.58233,0.30179,0.89743,0.000330242,0.000330242,0.000330242
235,692.784,0.36225,0.2445,0.81201,0.99632,1,0.995,0.86817,0.57646,0.31738,0.89343,0.000325526,0.000325526,0.000325526
236,695.766,0.37667,0.26638,0.8056,0.99614,1,0.995,0.87578,0.58104,0.325,0.89206,0.00032081,0.00032081,0.00032081
237,698.786,0.37658,0.26185,0.81777,0.99185,1,0.995,0.878,0.57519,0.31878,0.89051,0.000316095,0.000316095,0.000316095
238,701.755,0.38574,0.27239,0.81142,0.97275,0.97619,0.99409,0.88806,0.59036,0.36699,0.89439,0.000311379,0.000311379,0.000311379
239,704.736,0.3776,0.2594,0.82114,0.97347,0.97619,0.99409,0.86883,0.59676,0.3684,0.89478,0.000306663,0.000306663,0.000306663
240,707.716,0.35231,0.25038,0.81703,0.99263,0.97936,0.995,0.87228,0.61729,0.34062,0.89728,0.000301948,0.000301948,0.000301948
241,710.692,0.36186,0.25493,0.80882,0.98623,0.97619,0.99409,0.87381,0.61448,0.32477,0.90711,0.000297232,0.000297232,0.000297232
242,713.653,0.36789,0.25575,0.82184,0.98843,0.97619,0.99409,0.8743,0.5977,0.31158,0.91887,0.000292516,0.000292516,0.000292516
243,716.646,0.37951,0.25299,0.81691,0.9932,0.97766,0.995,0.86842,0.57547,0.31172,0.90214,0.000287801,0.000287801,0.000287801
244,719.622,0.36181,0.25968,0.80544,0.9944,0.97807,0.995,0.869,0.57088,0.30065,0.89763,0.000283085,0.000283085,0.000283085
245,722.615,0.34603,0.24393,0.8018,0.99325,0.97824,0.995,0.87522,0.58105,0.30178,0.88664,0.000278369,0.000278369,0.000278369
246,725.61,0.36613,0.25741,0.79716,0.99162,0.97799,0.995,0.87918,0.5844,0.31729,0.88179,0.000273654,0.000273654,0.000273654
247,728.595,0.35587,0.25493,0.81716,0.9883,0.9776,0.995,0.86953,0.57507,0.31996,0.88848,0.000268938,0.000268938,0.000268938
248,731.619,0.3436,0.24586,0.79787,0.99417,0.97936,0.995,0.86221,0.57096,0.30692,0.89117,0.000264222,0.000264222,0.000264222
249,734.578,0.35047,0.25562,0.80675,0.97129,1,0.99409,0.86194,0.57598,0.33392,0.89168,0.000259506,0.000259506,0.000259506
250,737.578,0.34184,0.24494,0.80292,0.97461,1,0.995,0.85796,0.59186,0.33993,0.89214,0.000254791,0.000254791,0.000254791
251,740.522,0.3528,0.24103,0.80594,0.97128,1,0.99409,0.85153,0.57968,0.33808,0.89917,0.000250075,0.000250075,0.000250075
252,743.447,0.34561,0.24309,0.80713,0.95579,0.99565,0.99295,0.85901,0.5651,0.35298,0.90077,0.000245359,0.000245359,0.000245359
253,746.423,0.35137,0.2469,0.80356,0.96671,0.97848,0.99409,0.86929,0.56686,0.34022,0.90713,0.000240644,0.000240644,0.000240644
254,749.352,0.34115,0.23233,0.79639,0.96127,0.97619,0.99326,0.8737,0.55805,0.32596,0.91091,0.000235928,0.000235928,0.000235928
255,752.34,0.36008,0.25811,0.82682,0.96228,0.97619,0.99326,0.87046,0.55523,0.31771,0.9055,0.000231212,0.000231212,0.000231212
256,755.36,0.3558,0.24807,0.81148,0.94446,1,0.98969,0.85354,0.57508,0.32601,0.90082,0.000226497,0.000226497,0.000226497
257,758.334,0.33829,0.24888,0.79259,0.96929,1,0.99182,0.86814,0.56554,0.33642,0.90426,0.000221781,0.000221781,0.000221781
258,761.34,0.33582,0.24022,0.81567,0.949,1,0.99088,0.87272,0.56877,0.35021,0.90916,0.000217065,0.000217065,0.000217065
259,764.336,0.34306,0.23848,0.80632,0.96862,1,0.99409,0.86644,0.57998,0.32837,0.91412,0.000212349,0.000212349,0.000212349
260,767.272,0.3523,0.23487,0.81135,0.96465,0.99911,0.99409,0.88597,0.56761,0.32277,0.90063,0.000207634,0.000207634,0.000207634
261,770.265,0.34648,0.2425,0.80418,0.97408,0.97619,0.99409,0.86829,0.571,0.33404,0.89082,0.000202918,0.000202918,0.000202918
262,773.233,0.34656,0.26085,0.81214,0.99534,0.97849,0.995,0.86389,0.57447,0.33042,0.89024,0.000198202,0.000198202,0.000198202
263,776.216,0.3485,0.24984,0.82393,0.9961,0.9793,0.995,0.86939,0.57421,0.30887,0.89958,0.000193487,0.000193487,0.000193487
264,779.203,0.3318,0.23031,0.80072,0.98378,0.97619,0.99409,0.868,0.57653,0.31291,0.89903,0.000188771,0.000188771,0.000188771
265,782.162,0.32946,0.22562,0.79923,0.99687,0.99498,0.995,0.86821,0.57988,0.31045,0.90151,0.000184055,0.000184055,0.000184055
266,785.139,0.36062,0.25986,0.8189,0.97325,1,0.99068,0.86912,0.56881,0.30952,0.89347,0.00017934,0.00017934,0.00017934
267,788.158,0.34321,0.24496,0.81599,0.9718,1,0.99409,0.88228,0.56413,0.32321,0.89344,0.000174624,0.000174624,0.000174624
268,791.121,0.32175,0.22625,0.80697,0.94514,1,0.995,0.88114,0.5654,0.34756,0.89449,0.000169908,0.000169908,0.000169908
269,794.164,0.3332,0.22663,0.80332,0.9421,1,0.995,0.87412,0.57409,0.35659,0.89064,0.000165192,0.000165192,0.000165192
270,797.161,0.3307,0.23225,0.81259,0.94336,1,0.995,0.88571,0.56278,0.35226,0.89105,0.000160477,0.000160477,0.000160477
271,800.241,0.33176,0.22688,0.80052,0.98196,1,0.995,0.8957,0.55636,0.32181,0.88626,0.000155761,0.000155761,0.000155761
272,803.251,0.3322,0.23528,0.80682,0.99532,1,0.995,0.88276,0.56861,0.29,0.8906,0.000151045,0.000151045,0.000151045
273,806.209,0.31199,0.21552,0.78638,0.99546,1,0.995,0.88319,0.55771,0.29547,0.88552,0.00014633,0.00014633,0.00014633
274,809.247,0.31912,0.22755,0.80724,0.99463,1,0.995,0.88907,0.55822,0.30015,0.88827,0.000141614,0.000141614,0.000141614
275,812.269,0.32671,0.22414,0.79158,0.99416,1,0.995,0.88298,0.56664,0.30278,0.89071,0.000136898,0.000136898,0.000136898
276,815.257,0.33827,0.22749,0.80562,0.9932,1,0.995,0.87625,0.56471,0.3177,0.88922,0.000132183,0.000132183,0.000132183
277,818.278,0.31179,0.22577,0.78659,0.97701,1,0.995,0.87568,0.56364,0.31541,0.89165,0.000127467,0.000127467,0.000127467
278,821.349,0.31916,0.22515,0.79882,0.99527,1,0.995,0.86477,0.56805,0.30902,0.89424,0.000122751,0.000122751,0.000122751
279,824.433,0.31643,0.21396,0.80192,0.99404,1,0.995,0.86536,0.57823,0.31551,0.89594,0.000118035,0.000118035,0.000118035
280,827.471,0.31213,0.22194,0.79174,0.9946,1,0.995,0.87243,0.57962,0.30584,0.89552,0.00011332,0.00011332,0.00011332
281,830.433,0.34124,0.23424,0.80317,0.99401,1,0.995,0.8777,0.57545,0.30025,0.89739,0.000108604,0.000108604,0.000108604
282,833.376,0.33042,0.22628,0.80549,0.99397,1,0.995,0.86305,0.5785,0.29863,0.89748,0.000103888,0.000103888,0.000103888
283,836.422,0.32795,0.23516,0.80318,0.99324,1,0.995,0.86093,0.58605,0.29945,0.89492,9.91726e-05,9.91726e-05,9.91726e-05
284,839.383,0.32616,0.22667,0.79986,0.99312,1,0.995,0.86712,0.58733,0.30063,0.89912,9.44569e-05,9.44569e-05,9.44569e-05
285,842.363,0.32113,0.22146,0.79204,0.99459,1,0.995,0.86094,0.58211,0.29873,0.90006,8.97412e-05,8.97412e-05,8.97412e-05
286,845.381,0.2963,0.21935,0.78946,0.9947,1,0.995,0.89,0.58116,0.30486,0.89783,8.50255e-05,8.50255e-05,8.50255e-05
287,848.394,0.31724,0.22159,0.79698,0.99518,1,0.995,0.88316,0.57834,0.30266,0.89488,8.03098e-05,8.03098e-05,8.03098e-05
288,851.403,0.30601,0.21343,0.79841,0.99542,1,0.995,0.89303,0.57564,0.29803,0.89479,7.55941e-05,7.55941e-05,7.55941e-05
289,854.377,0.30955,0.21374,0.78078,0.99496,1,0.995,0.88165,0.56975,0.30893,0.88944,7.08784e-05,7.08784e-05,7.08784e-05
290,857.359,0.32094,0.2204,0.79727,0.99525,1,0.995,0.87549,0.56903,0.3133,0.88936,6.61627e-05,6.61627e-05,6.61627e-05
291,894.914,0.28815,0.2035,0.78749,0.99545,1,0.995,0.86951,0.57459,0.31146,0.89195,6.1447e-05,6.1447e-05,6.1447e-05
292,897.873,0.27892,0.19598,0.77227,0.99556,1,0.995,0.86131,0.57495,0.30772,0.89038,5.67313e-05,5.67313e-05,5.67313e-05
293,900.855,0.28607,0.20835,0.77586,0.99566,1,0.995,0.86199,0.58378,0.29882,0.89204,5.20156e-05,5.20156e-05,5.20156e-05
294,903.828,0.27534,0.1961,0.78899,0.99572,1,0.995,0.87383,0.58245,0.29666,0.89342,4.72999e-05,4.72999e-05,4.72999e-05
295,906.821,0.26387,0.19169,0.77256,0.99534,1,0.995,0.87985,0.57357,0.30059,0.89091,4.25842e-05,4.25842e-05,4.25842e-05
296,909.788,0.27032,0.19317,0.76424,0.99029,1,0.995,0.88203,0.56832,0.30334,0.89263,3.78685e-05,3.78685e-05,3.78685e-05
297,912.74,0.26823,0.19124,0.77029,0.99314,1,0.995,0.88849,0.56884,0.30586,0.89378,3.31528e-05,3.31528e-05,3.31528e-05
298,915.644,0.27344,0.18987,0.78405,0.99382,1,0.995,0.87369,0.571,0.29918,0.89628,2.84371e-05,2.84371e-05,2.84371e-05
299,918.666,0.26196,0.18446,0.79077,0.99398,1,0.995,0.87748,0.5721,0.29564,0.89603,2.37214e-05,2.37214e-05,2.37214e-05
300,921.603,0.26254,0.18259,0.77052,0.99426,1,0.995,0.87922,0.57056,0.29816,0.89364,1.90057e-05,1.90057e-05,1.90057e-05
