epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,934.029,0.41543,0.31208,0.82953,0.93931,0.94461,0.93654,0.83525,0.54495,0.39773,0.87993,0.0004753,0.0004753,0.0004753
161,939.762,0.41488,0.30055,0.8308,0.89979,0.93302,0.9264,0.81983,0.54531,0.45294,0.89545,0.000472,0.000472,0.000472
162,945.463,0.4252,0.31146,0.83398,0.92924,0.92858,0.90693,0.81753,0.53241,0.44002,0.87683,0.0004687,0.0004687,0.0004687
163,951.182,0.41622,0.30403,0.83239,0.95274,0.94028,0.9249,0.83595,0.52857,0.39974,0.87619,0.0004654,0.0004654,0.0004654
164,956.892,0.41102,0.29765,0.82978,0.92699,0.93034,0.92844,0.83831,0.52276,0.45345,0.88014,0.0004621,0.0004621,0.0004621
165,962.611,0.42346,0.31045,0.83979,0.92821,0.92857,0.94584,0.8427,0.51304,0.38436,0.87199,0.0004588,0.0004588,0.0004588
166,968.31,0.41888,0.30685,0.82409,0.93039,0.93176,0.9499,0.85115,0.5482,0.41076,0.88599,0.0004555,0.0004555,0.0004555
167,974.03,0.41483,0.29665,0.83258,0.92804,0.92704,0.93977,0.84846,0.52561,0.40834,0.88833,0.0004522,0.0004522,0.0004522
168,979.742,0.41242,0.29828,0.83414,0.94182,0.92762,0.94947,0.8581,0.50929,0.38406,0.89174,0.0004489,0.0004489,0.0004489
169,985.459,0.40145,0.30959,0.82832,0.91124,0.92643,0.95185,0.85484,0.51986,0.41184,0.88756,0.0004456,0.0004456,0.0004456
170,991.179,0.41317,0.30766,0.83812,0.90656,0.8951,0.91795,0.8167,0.54636,0.46712,0.90195,0.0004423,0.0004423,0.0004423
171,996.906,0.40179,0.30501,0.83539,0.94121,0.91623,0.93706,0.84108,0.5241,0.38724,0.8917,0.000439,0.000439,0.000439
172,1002.65,0.39956,0.28148,0.83643,0.93883,0.92532,0.96007,0.85273,0.5101,0.3757,0.87203,0.0004357,0.0004357,0.0004357
173,1008.38,0.41809,0.30878,0.83613,0.92341,0.92239,0.95688,0.85178,0.52143,0.37311,0.87141,0.0004324,0.0004324,0.0004324
174,1014.15,0.3915,0.28821,0.83322,0.93421,0.93745,0.96134,0.86315,0.49727,0.37855,0.86347,0.0004291,0.0004291,0.0004291
175,1019.89,0.41713,0.29049,0.82853,0.93341,0.92722,0.94957,0.85856,0.50359,0.3863,0.87281,0.0004258,0.0004258,0.0004258
176,1025.84,0.40452,0.29866,0.82528,0.95964,0.93615,0.96021,0.8886,0.49136,0.37078,0.86512,0.0004225,0.0004225,0.0004225
177,1031.7,0.40402,0.3014,0.82859,0.92179,0.92609,0.94183,0.85442,0.49859,0.40898,0.86313,0.0004192,0.0004192,0.0004192
178,1037.42,0.39595,0.2858,0.82752,0.9442,0.92392,0.94322,0.86404,0.47593,0.38484,0.85261,0.0004159,0.0004159,0.0004159
179,1043.16,0.40763,0.2991,0.82759,0.89827,0.92149,0.93348,0.85867,0.48401,0.41512,0.85233,0.0004126,0.0004126,0.0004126
180,1048.9,0.38155,0.28573,0.82428,0.9412,0.92213,0.92997,0.85102,0.48623,0.35775,0.85413,0.0004093,0.0004093,0.0004093
181,1054.65,0.3935,0.28815,0.81594,0.944,0.92852,0.94258,0.85686,0.49495,0.38152,0.86648,0.000406,0.000406,0.000406
182,1060.38,0.41014,0.30536,0.83216,0.88819,0.94846,0.94402,0.85182,0.50472,0.37912,0.87804,0.0004027,0.0004027,0.0004027
