epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,43.3744,0.62554,0.68446,0.84759,0.69787,0.72222,0.74325,0.6065,0.78469,1.54152,0.91086,0.000789491,0.000789491,0.000789491
18,45.662,0.62794,0.61833,0.84687,0.89232,0.53994,0.5852,0.50466,0.7796,1.97262,0.91916,0.000833945,0.000833945,0.000833945
19,47.9285,0.62238,0.5548,0.84924,0.19036,0.59722,0.39891,0.33058,0.74771,3.40602,0.92503,0.000878069,0.000878069,0.000878069
20,50.2102,0.65264,0.54761,0.87114,0.19036,0.59722,0.39891,0.33058,1.38264,5.94201,1.21585,0.000921863,0.000921863,0.000921863
21,52.5406,0.68254,0.54328,0.86853,0.19036,0.59722,0.39891,0.33058,4.18586,141.554,5.90482,0.000965326,0.000965326,0.000965326
22,54.8732,0.68184,0.5211,0.85592,0.19036,0.59722,0.39891,0.33058,2.39625,227.886,2.0383,0.00100846,0.00100846,0.00100846
23,57.1473,0.71192,0.55796,0.86228,0.19036,0.59722,0.39891,0.33058,2.77968,699.76,5.43929,0.00105126,0.00105126,0.00105126
24,59.469,0.6963,0.53776,0.86669,0.19036,0.59722,0.39891,0.33058,3.83966,inf,4.94018,0.00109374,0.00109374,0.00109374
25,61.7654,0.64904,0.50446,0.85436,0.19036,0.59722,0.39891,0.33058,3.38565,28.9241,3.32148,0.00113588,0.00113588,0.00113588
26,64.0075,0.63072,0.4833,0.85435,0.19036,0.59722,0.39891,0.33058,3.0473,6.52843,3.09502,0.00117769,0.00117769,0.00117769
27,66.2998,0.65575,0.5103,0.84586,0.19036,0.59722,0.39891,0.33058,2.54779,5.86531,2.25236,0.00121918,0.00121918,0.00121918
28,68.5751,0.68388,0.5172,0.8722,0.19036,0.59722,0.39891,0.33058,5.05853,7.94569,7.85402,0.00126033,0.00126033,0.00126033
29,70.882,0.66622,0.46752,0.87022,0.19036,0.59722,0.39891,0.33058,5.19855,7.47631,15.2823,0.00130115,0.00130115,0.00130115
30,73.1603,0.66018,0.48903,0.84903,0.19036,0.59722,0.39891,0.33058,5.70055,792.906,49.1824,0.00134165,0.00134165,0.00134165
31,75.4373,0.63805,0.49642,0.85523,0.19036,0.59722,0.39891,0.33058,4.99889,inf,20.6561,0.00138181,0.00138181,0.00138181
32,77.7361,0.71385,0.56793,0.89563,0.19036,0.59722,0.39891,0.33058,4.4106,inf,26.7596,0.00142164,0.00142164,0.00142164
33,80.04,0.64672,0.46815,0.86534,0.19036,0.59722,0.39891,0.33058,4.4064,nan,34.9432,0.00146115,0.00146115,0.00146115
34,82.3246,0.67455,0.45538,0.87063,0.19036,0.59722,0.39891,0.33058,nan,nan,nan,0.00148546,0.00148546,0.00148546
35,84.6079,0.66137,0.47842,0.85838,0.19036,0.59722,0.39891,0.33058,1.76533,5.33165,1.94625,0.00147996,0.00147996,0.00147996
36,86.8912,0.64404,0.46564,0.84801,0.01429,0.05556,0.02067,0.01447,2.86004,5.7551,3.77331,0.00147446,0.00147446,0.00147446
37,89.2271,0.58998,0.43182,0.82884,0.01429,0.05556,0.02067,0.01447,5.61281,6.33394,19.1882,0.00146896,0.00146896,0.00146896
38,91.5495,0.61936,0.44123,0.85824,0.01429,0.05556,0.02067,0.01447,4.46376,8.13165,6.6351,0.00146346,0.00146346,0.00146346
39,93.8831,0.63453,0.46617,0.83731,0.01429,0.05556,0.02067,0.01447,3.16085,7.92449,3.82543,0.00145796,0.00145796,0.00145796
40,96.2201,0.61932,0.45186,0.84757,0.0037,0.04167,0.00222,0.00178,2.97307,7.72637,2.87496,0.00145246,0.00145246,0.00145246
41,98.5168,0.61625,0.46914,0.86315,0.73119,0.25,0.25677,0.22474,1.18169,2.23672,1.20702,0.00144696,0.00144696,0.00144696
42,100.81,0.63874,0.45684,0.84982,0.94634,0.63412,0.71257,0.56434,0.89421,1.17374,0.99608,0.00144145,0.00144145,0.00144145
43,103.123,0.66197,0.48577,0.86281,0.73325,0.66691,0.8504,0.71264,0.72458,1.04404,0.92379,0.00143595,0.00143595,0.00143595
44,105.442,0.62685,0.46026,0.86719,0.91112,0.67333,0.91532,0.75525,0.69512,0.96961,0.9016,0.00143045,0.00143045,0.00143045
45,107.837,0.61929,0.47475,0.8585,0.8686,0.67516,0.93126,0.79004,0.66493,5.4926,0.91043,0.00142495,0.00142495,0.00142495
46,110.134,0.6252,0.41478,0.85386,0.9611,0.93768,0.97228,0.83987,0.66406,0.97021,0.91948,0.00141945,0.00141945,0.00141945
47,112.463,0.59453,0.44555,0.84225,0.82917,0.82539,0.87676,0.7232,0.7102,1.50567,0.93422,0.00141395,0.00141395,0.00141395
48,114.728,0.57225,0.40299,0.84365,0.91674,0.93054,0.995,0.85896,0.66693,0.72709,0.93519,0.00140845,0.00140845,0.00140845
49,117.036,0.59341,0.41209,0.83177,0.91019,1,0.995,0.81818,0.71012,0.61835,0.95854,0.00140295,0.00140295,0.00140295
50,119.327,0.59507,0.42114,0.84656,0.94089,0.82004,0.9785,0.80854,0.74644,0.60433,0.9525,0.00139745,0.00139745,0.00139745
51,121.615,0.60652,0.44219,0.84756,0.97644,1,0.995,0.84389,0.69186,0.58118,0.90374,0.00139195,0.00139195,0.00139195
52,123.91,0.62677,0.43999,0.85212,0.88639,0.77778,0.96667,0.83044,0.6986,1.558,0.9075,0.00138644,0.00138644,0.00138644
53,126.391,0.58054,0.41869,0.83338,0.94667,0.99029,0.99192,0.83524,0.6954,0.54012,0.8954,0.00138094,0.00138094,0.00138094
54,128.706,0.64862,0.44368,0.8491,0.95909,0.96465,0.99192,0.83692,0.67813,0.51013,0.89875,0.00137544,0.00137544,0.00137544
55,131.015,0.59974,0.4166,0.82982,0.98357,0.90278,0.98379,0.80895,0.72128,0.53344,0.92715,0.00136994,0.00136994,0.00136994
56,133.318,0.59393,0.4131,0.84849,0.74542,1,0.93456,0.75015,0.80217,0.65863,0.94859,0.00136444,0.00136444,0.00136444
57,135.609,0.55887,0.39052,0.83379,0.75284,0.90278,0.91322,0.74235,0.75277,0.72409,0.92483,0.00135894,0.00135894,0.00135894
58,138.281,0.57072,0.41023,0.82756,0.78499,0.9323,0.91152,0.7064,0.82649,0.77679,0.96014,0.00135344,0.00135344,0.00135344
59,140.593,0.58442,0.39373,0.83051,0.86083,0.94444,0.96034,0.81478,0.69107,0.71611,0.88875,0.00134794,0.00134794,0.00134794
60,142.866,0.57343,0.40842,0.83672,0.97023,0.94737,0.995,0.84773,0.64433,0.48323,0.87086,0.00134244,0.00134244,0.00134244
61,145.245,0.55088,0.36854,0.84746,0.98264,1,0.995,0.87455,0.64308,0.39183,0.88004,0.00133693,0.00133693,0.00133693
62,148.724,0.58223,0.3912,0.84447,0.97682,0.9858,0.995,0.87331,0.60199,0.4301,0.87519,0.00133143,0.00133143,0.00133143
63,151.888,0.54889,0.38667,0.83988,0.97429,0.87089,0.98026,0.83911,0.68343,0.47909,0.8925,0.00132593,0.00132593,0.00132593
64,155.084,0.55584,0.38284,0.8385,0.81648,0.87644,0.99192,0.83292,0.70571,1.06092,0.91278,0.00132043,0.00132043,0.00132043
65,158.272,0.55068,0.39719,0.83139,0.93104,1,0.995,0.85021,0.61521,0.44267,0.88072,0.00131493,0.00131493,0.00131493
66,162.599,0.54383,0.35419,0.82403,0.94251,1,0.995,0.85525,0.61896,0.4271,0.86782,0.00130943,0.00130943,0.00130943
67,165.262,0.53011,0.36514,0.81317,0.96709,1,0.995,0.83545,0.61754,0.4184,0.86479,0.00130393,0.00130393,0.00130393
68,167.808,0.5678,0.36382,0.82622,0.92224,0.89211,0.9895,0.86837,0.60155,0.65808,0.86625,0.00129843,0.00129843,0.00129843
69,170.371,0.56062,0.38419,0.82706,0.81711,0.88889,0.95166,0.7897,0.69441,0.86767,0.88967,0.00129293,0.00129293,0.00129293
70,172.886,0.58213,0.38307,0.83076,0.98186,1,0.995,0.84062,0.64983,0.42184,0.8943,0.00128742,0.00128742,0.00128742
71,175.455,0.56587,0.38459,0.82506,0.97213,1,0.995,0.83876,0.63812,0.39255,0.87221,0.00128192,0.00128192,0.00128192
72,178,0.58177,0.37537,0.84589,0.98781,1,0.995,0.88192,0.59274,0.36954,0.86617,0.00127642,0.00127642,0.00127642
73,180.579,0.57189,0.38082,0.82449,0.97508,0.9997,0.995,0.83615,0.67513,0.38112,0.87995,0.00127092,0.00127092,0.00127092
74,183.104,0.53019,0.36685,0.81257,0.97889,1,0.995,0.8594,0.59654,0.41343,0.8641,0.00126542,0.00126542,0.00126542
75,185.653,0.53995,0.3562,0.83361,0.92972,0.98758,0.995,0.84291,0.58856,0.44046,0.8626,0.00125992,0.00125992,0.00125992
76,188.171,0.55391,0.38698,0.82219,0.9492,0.94444,0.95768,0.82093,0.61361,0.43389,0.86119,0.00125442,0.00125442,0.00125442
77,190.704,0.54376,0.36632,0.82403,0.89178,0.94444,0.94564,0.8158,0.64826,0.53412,0.86967,0.00124892,0.00124892,0.00124892
78,193.231,0.55786,0.37285,0.82305,0.93049,0.99508,0.97923,0.8556,0.6372,0.42869,0.86522,0.00124342,0.00124342,0.00124342
79,195.776,0.52415,0.3585,0.84732,0.93791,0.99603,0.995,0.84468,0.63647,0.42389,0.87554,0.00123791,0.00123791,0.00123791
80,198.321,0.55059,0.36431,0.81949,0.84944,0.88889,0.97274,0.81534,0.72394,0.62746,0.89647,0.00123241,0.00123241,0.00123241
81,200.964,0.53782,0.36073,0.82734,0.80043,0.94444,0.90465,0.74129,0.69313,0.71792,0.89267,0.00122691,0.00122691,0.00122691
82,203.503,0.54985,0.36981,0.83534,0.97983,1,0.995,0.86167,0.6007,0.37862,0.8618,0.00122141,0.00122141,0.00122141
83,206.138,0.52749,0.36011,0.83568,0.96748,1,0.995,0.88416,0.59264,0.38994,0.8645,0.00121591,0.00121591,0.00121591
84,208.889,0.55153,0.36777,0.81787,0.93629,1,0.99192,0.86556,0.61469,0.38254,0.86629,0.00121041,0.00121041,0.00121041
85,211.546,0.53765,0.36163,0.82575,0.99346,0.98596,0.995,0.84337,0.64001,0.4122,0.86678,0.00120491,0.00120491,0.00120491
86,214.224,0.53624,0.37004,0.85023,0.94704,1,0.99192,0.83753,0.60858,0.42861,0.8723,0.00119941,0.00119941,0.00119941
87,216.852,0.55805,0.38249,0.82736,0.97627,1,0.995,0.86326,0.61192,0.37615,0.87927,0.00119391,0.00119391,0.00119391
88,219.379,0.55658,0.35676,0.83518,0.96788,0.94791,0.995,0.84844,0.62604,0.36853,0.8787,0.0011884,0.0011884,0.0011884
89,222.101,0.53348,0.34686,0.82179,0.95825,0.9503,0.995,0.85756,0.60261,0.36785,0.86584,0.0011829,0.0011829,0.0011829
90,224.667,0.55363,0.35195,0.83407,0.9705,0.99693,0.995,0.88118,0.58658,0.39498,0.8571,0.0011774,0.0011774,0.0011774
91,227.22,0.52766,0.34836,0.81104,0.99453,1,0.995,0.87156,0.5767,0.32718,0.86257,0.0011719,0.0011719,0.0011719
92,229.735,0.52582,0.34684,0.81693,0.99342,1,0.995,0.86545,0.57169,0.30752,0.85837,0.0011664,0.0011664,0.0011664
93,232.614,0.53064,0.37231,0.83513,0.99179,1,0.995,0.88504,0.54345,0.30703,0.85228,0.0011609,0.0011609,0.0011609
94,235.311,0.5121,0.34408,0.82461,0.99404,1,0.995,0.87633,0.56495,0.3045,0.85209,0.0011554,0.0011554,0.0011554
95,237.936,0.53146,0.34071,0.80969,0.98407,1,0.995,0.86143,0.60733,0.35204,0.8659,0.0011499,0.0011499,0.0011499
96,240.533,0.51464,0.34227,0.83088,0.99064,1,0.995,0.87504,0.61567,0.36503,0.86849,0.0011444,0.0011444,0.0011444
97,243.354,0.51236,0.35145,0.82461,0.98001,1,0.995,0.84105,0.59143,0.35577,0.86592,0.00113889,0.00113889,0.00113889
98,245.966,0.53453,0.34352,0.82786,0.79981,0.88234,0.91967,0.77834,0.64715,0.7247,0.88698,0.00113339,0.00113339,0.00113339
99,248.653,0.53764,0.33809,0.82765,0.8471,0.83333,0.8509,0.73526,0.64466,0.79114,0.88655,0.00112789,0.00112789,0.00112789
100,251.352,0.5248,0.34621,0.81482,0.85393,0.9237,0.9565,0.82712,0.59717,0.66731,0.87034,0.00112239,0.00112239,0.00112239
101,254.156,0.5102,0.33337,0.82502,0.95453,0.94444,0.92923,0.78289,0.59692,0.42023,0.8613,0.00111689,0.00111689,0.00111689
102,256.821,0.53421,0.35852,0.81988,0.95583,0.99833,0.99192,0.827,0.63913,0.45995,0.9182,0.00111139,0.00111139,0.00111139
103,259.652,0.51042,0.34031,0.81614,0.91927,0.99474,0.99192,0.87444,0.58206,0.38579,0.85128,0.00110589,0.00110589,0.00110589
104,262.241,0.51534,0.3447,0.82335,0.93455,1,0.995,0.84823,0.64613,0.41517,0.87256,0.00110039,0.00110039,0.00110039
105,264.789,0.49516,0.34383,0.81793,0.9416,1,0.995,0.84279,0.62654,0.43355,0.86751,0.00109489,0.00109489,0.00109489
106,267.315,0.51035,0.34137,0.81386,0.98503,1,0.995,0.83618,0.66188,0.39999,0.88076,0.00108938,0.00108938,0.00108938
107,269.856,0.50641,0.33488,0.81883,0.98679,0.95047,0.995,0.87118,0.58725,0.40758,0.86856,0.00108388,0.00108388,0.00108388
108,272.423,0.52912,0.33883,0.83708,0.98383,1,0.995,0.85015,0.60198,0.38818,0.87167,0.00107838,0.00107838,0.00107838
109,275.01,0.49992,0.32416,0.82063,0.98486,1,0.995,0.84718,0.612,0.37027,0.8807,0.00107288,0.00107288,0.00107288
110,277.915,0.50954,0.32095,0.82721,0.9203,0.94838,0.995,0.86972,0.60194,0.44618,0.86402,0.00106738,0.00106738,0.00106738
111,280.642,0.47405,0.31388,0.81506,0.90199,0.94444,0.973,0.84656,0.5738,0.61567,0.86354,0.00106188,0.00106188,0.00106188
112,283.185,0.49874,0.33536,0.82054,0.94143,0.94444,0.985,0.85009,0.60383,0.47538,0.8716,0.00105638,0.00105638,0.00105638
113,285.851,0.51371,0.33408,0.8116,0.96401,0.97159,0.995,0.85303,0.59627,0.35902,0.86825,0.00105088,0.00105088,0.00105088
114,288.61,0.50456,0.31976,0.81873,0.9802,1,0.995,0.89916,0.54856,0.30023,0.85518,0.00104538,0.00104538,0.00104538
115,291.055,0.50098,0.34074,0.81992,0.94144,0.9478,0.995,0.89202,0.54337,0.42605,0.85279,0.00103987,0.00103987,0.00103987
116,293.545,0.48864,0.31283,0.83158,0.80553,0.83333,0.89345,0.78384,0.56968,0.98772,0.85243,0.00103437,0.00103437,0.00103437
117,295.919,0.48492,0.33292,0.81004,0.87034,0.83333,0.89073,0.76995,0.58521,0.76197,0.85677,0.00102887,0.00102887,0.00102887
118,298.45,0.48493,0.31993,0.83229,0.92436,0.94444,0.9675,0.83135,0.59123,0.47158,0.85784,0.00102337,0.00102337,0.00102337
119,301.177,0.48373,0.32335,0.81868,0.98011,1,0.995,0.87001,0.55386,0.29493,0.85116,0.00101787,0.00101787,0.00101787
120,303.527,0.48025,0.3215,0.80765,0.99246,1,0.995,0.88423,0.55164,0.31266,0.84694,0.00101237,0.00101237,0.00101237
121,306.055,0.49592,0.32704,0.84044,0.95501,1,0.995,0.89664,0.53649,0.32145,0.8462,0.00100687,0.00100687,0.00100687
122,308.333,0.47056,0.30847,0.81536,0.8914,0.94444,0.9399,0.85079,0.53827,0.51441,0.85158,0.00100137,0.00100137,0.00100137
123,310.624,0.48534,0.32196,0.81669,0.8963,0.94444,0.94057,0.84213,0.56325,0.51477,0.85467,0.000995866,0.000995866,0.000995866
124,312.901,0.4749,0.30928,0.82869,0.93439,0.94444,0.96065,0.84997,0.58386,0.48498,0.8599,0.000990365,0.000990365,0.000990365
125,315.173,0.46987,0.30221,0.82181,0.98905,1,0.995,0.87436,0.56814,0.31035,0.8539,0.000984864,0.000984864,0.000984864
126,317.489,0.5002,0.35076,0.82836,0.94928,0.94444,0.9895,0.87145,0.55219,0.3517,0.84718,0.000979362,0.000979362,0.000979362
127,319.793,0.45331,0.31154,0.81418,0.94767,1,0.995,0.87593,0.54375,0.34657,0.84316,0.000973861,0.000973861,0.000973861
128,322.093,0.47007,0.31587,0.8058,0.98159,1,0.995,0.87949,0.5329,0.31933,0.83843,0.00096836,0.00096836,0.00096836
129,324.345,0.48622,0.31128,0.80501,0.98841,1,0.995,0.89004,0.53801,0.31534,0.83896,0.000962859,0.000962859,0.000962859
130,326.626,0.47271,0.32659,0.80925,0.98796,1,0.995,0.88439,0.54053,0.28529,0.84182,0.000957358,0.000957358,0.000957358
131,329.141,0.43541,0.2951,0.80634,0.95407,0.94771,0.98885,0.89202,0.5226,0.42644,0.84016,0.000951857,0.000951857,0.000951857
132,331.512,0.4967,0.33696,0.81484,0.95041,0.94788,0.96308,0.86668,0.50696,0.42956,0.84073,0.000946356,0.000946356,0.000946356
133,334.018,0.47371,0.31025,0.82499,0.93419,0.99647,0.995,0.88885,0.52766,0.34565,0.8491,0.000940855,0.000940855,0.000940855
134,336.394,0.45676,0.31263,0.8134,0.93384,0.99594,0.995,0.88694,0.53282,0.35535,0.84821,0.000935354,0.000935354,0.000935354
135,338.999,0.47902,0.31436,0.82811,0.79402,0.96628,0.995,0.8818,0.55567,0.77219,0.8563,0.000929853,0.000929853,0.000929853
136,341.499,0.45602,0.29747,0.81091,0.88354,0.99836,0.995,0.88822,0.53359,0.36622,0.84623,0.000924352,0.000924352,0.000924352
137,343.792,0.47524,0.3162,0.83989,0.99261,1,0.995,0.89674,0.54723,0.28455,0.8461,0.00091885,0.00091885,0.00091885
138,346.067,0.46837,0.30793,0.81523,0.99243,1,0.995,0.89276,0.53724,0.31955,0.84312,0.000913349,0.000913349,0.000913349
139,348.376,0.4661,0.30061,0.81023,0.99388,1,0.995,0.89599,0.51882,0.29075,0.84188,0.000907848,0.000907848,0.000907848
140,350.667,0.4632,0.29904,0.82898,0.98322,0.89619,0.995,0.88602,0.54571,0.43869,0.84639,0.000902347,0.000902347,0.000902347
141,352.938,0.47482,0.30282,0.81282,0.84654,0.88889,0.93844,0.81723,0.61684,0.77307,0.87186,0.000896846,0.000896846,0.000896846
142,355.207,0.4475,0.29463,0.81721,0.94999,0.95639,0.995,0.86828,0.56702,0.40225,0.85224,0.000891345,0.000891345,0.000891345
143,357.651,0.43228,0.2998,0.80317,0.99211,1,0.995,0.88399,0.57848,0.29523,0.8497,0.000885844,0.000885844,0.000885844
144,359.978,0.46078,0.30057,0.80943,0.98999,1,0.995,0.90863,0.54195,0.26552,0.84251,0.000880343,0.000880343,0.000880343
145,362.363,0.44891,0.28576,0.80093,0.99012,1,0.995,0.88664,0.55494,0.27582,0.84426,0.000874842,0.000874842,0.000874842
146,364.643,0.43171,0.27922,0.81206,0.99226,1,0.995,0.87933,0.54517,0.28592,0.8428,0.00086934,0.00086934,0.00086934
147,366.921,0.46285,0.28099,0.79809,0.9937,1,0.995,0.86435,0.57032,0.28652,0.84837,0.000863839,0.000863839,0.000863839
148,369.223,0.46859,0.30068,0.80858,0.99368,1,0.995,0.87479,0.55492,0.28033,0.84906,0.000858338,0.000858338,0.000858338
149,371.534,0.43471,0.28519,0.81203,0.98663,1,0.995,0.87222,0.56044,0.31064,0.84709,0.000852837,0.000852837,0.000852837
150,374.085,0.44636,0.29769,0.81715,0.98338,1,0.995,0.89325,0.53709,0.31428,0.84595,0.000847336,0.000847336,0.000847336
151,376.768,0.47561,0.30995,0.82039,0.94574,1,0.995,0.86903,0.57308,0.30855,0.85951,0.000841835,0.000841835,0.000841835
152,379.069,0.45594,0.29848,0.82138,0.98929,1,0.995,0.86096,0.59842,0.31748,0.86493,0.000836334,0.000836334,0.000836334
153,381.336,0.44805,0.29021,0.8095,0.90512,1,0.9895,0.87022,0.54886,0.32909,0.848,0.000830833,0.000830833,0.000830833
154,383.604,0.45172,0.2848,0.8098,0.91829,0.88889,0.93687,0.83371,0.56004,0.55855,0.85569,0.000825332,0.000825332,0.000825332
155,386.133,0.43039,0.29084,0.79998,0.91907,0.90278,0.963,0.84131,0.54612,0.55118,0.85775,0.000819831,0.000819831,0.000819831
156,388.656,0.45381,0.29585,0.81898,0.86503,0.89513,0.89629,0.79596,0.56108,0.58071,0.8637,0.000814329,0.000814329,0.000814329
157,391.212,0.43865,0.29399,0.8014,0.79431,0.95833,0.89533,0.76061,0.62481,0.59713,0.8693,0.000808828,0.000808828,0.000808828
158,393.709,0.43104,0.28472,0.81452,0.76603,0.83333,0.88266,0.763,0.58685,0.65901,0.8555,0.000803327,0.000803327,0.000803327
159,396.028,0.42292,0.28491,0.80644,0.87816,0.85606,0.95112,0.85357,0.55718,0.47468,0.8512,0.000797826,0.000797826,0.000797826
160,398.293,0.44272,0.3003,0.79324,0.91438,0.94444,0.97514,0.84538,0.58864,0.39403,0.85177,0.000792325,0.000792325,0.000792325
161,400.562,0.4343,0.29323,0.80591,0.94018,0.99491,0.995,0.90366,0.50967,0.31207,0.83704,0.000786824,0.000786824,0.000786824
162,402.873,0.43955,0.27776,0.80178,0.94151,0.99606,0.995,0.86607,0.55635,0.32481,0.84675,0.000781323,0.000781323,0.000781323
163,405.149,0.42313,0.296,0.81358,0.93254,0.99653,0.995,0.87564,0.57789,0.34542,0.8518,0.000775822,0.000775822,0.000775822
164,407.64,0.42019,0.28252,0.81438,0.91005,0.99662,0.995,0.89788,0.56042,0.35301,0.85217,0.000770321,0.000770321,0.000770321
165,410.172,0.44313,0.28997,0.81266,0.88969,0.99954,0.98885,0.86685,0.59886,0.41662,0.85711,0.00076482,0.00076482,0.00076482
166,412.463,0.43439,0.28588,0.81076,0.93908,0.9924,0.97577,0.85562,0.59138,0.40086,0.86216,0.000759318,0.000759318,0.000759318
167,414.766,0.43847,0.28337,0.82575,0.98982,1,0.995,0.87713,0.57366,0.33431,0.854,0.000753817,0.000753817,0.000753817
168,417.039,0.44136,0.29177,0.82905,0.9897,1,0.995,0.86386,0.57569,0.3262,0.84788,0.000748316,0.000748316,0.000748316
169,419.357,0.41954,0.27509,0.81278,0.98969,1,0.995,0.88962,0.54949,0.28388,0.84114,0.000742815,0.000742815,0.000742815
170,421.653,0.45465,0.29076,0.80599,0.95731,1,0.995,0.88249,0.54522,0.29304,0.84151,0.000737314,0.000737314,0.000737314
171,423.934,0.44158,0.27949,0.82624,0.95647,1,0.995,0.88676,0.52731,0.313,0.84142,0.000731813,0.000731813,0.000731813
172,426.185,0.42613,0.26964,0.80514,0.98828,1,0.995,0.86628,0.58697,0.33787,0.87494,0.000726312,0.000726312,0.000726312
173,428.429,0.43623,0.28171,0.79343,0.98862,1,0.995,0.85407,0.59184,0.32094,0.87842,0.000720811,0.000720811,0.000720811
174,430.701,0.43409,0.27263,0.79703,0.96427,0.98908,0.995,0.88088,0.56163,0.31003,0.84968,0.00071531,0.00071531,0.00071531
175,432.948,0.43266,0.29101,0.81562,0.9547,1,0.995,0.8772,0.56646,0.30689,0.85241,0.000709809,0.000709809,0.000709809
176,435.182,0.42658,0.26834,0.8034,0.99177,1,0.995,0.87229,0.61394,0.30666,0.86834,0.000704307,0.000704307,0.000704307
177,437.662,0.4301,0.28704,0.79269,0.99332,1,0.995,0.88617,0.57029,0.29324,0.85516,0.000698806,0.000698806,0.000698806
178,440.122,0.40821,0.26702,0.81689,0.99371,1,0.995,0.8858,0.57189,0.28168,0.85358,0.000693305,0.000693305,0.000693305
179,442.378,0.42651,0.27653,0.81195,0.9941,1,0.995,0.90471,0.55239,0.26081,0.84398,0.000687804,0.000687804,0.000687804
180,444.646,0.42639,0.27893,0.81758,0.99067,1,0.995,0.90301,0.51585,0.26315,0.83545,0.000682303,0.000682303,0.000682303
181,446.903,0.41892,0.2736,0.8125,0.99322,1,0.995,0.88225,0.53299,0.25749,0.84185,0.000676802,0.000676802,0.000676802
182,449.166,0.41017,0.27258,0.79545,0.98399,1,0.995,0.8902,0.51046,0.27934,0.83512,0.000671301,0.000671301,0.000671301
183,451.435,0.43818,0.27847,0.81488,0.98441,1,0.995,0.88199,0.5418,0.2881,0.83712,0.0006658,0.0006658,0.0006658
184,453.692,0.42859,0.2702,0.81475,0.96998,0.99829,0.995,0.87005,0.53894,0.29125,0.83638,0.000660299,0.000660299,0.000660299
185,456.198,0.41264,0.26481,0.81001,0.97613,1,0.995,0.87432,0.54168,0.28345,0.84147,0.000654798,0.000654798,0.000654798
186,458.685,0.43807,0.27866,0.80843,0.9511,1,0.99192,0.88551,0.56999,0.32157,0.84605,0.000649297,0.000649297,0.000649297
187,460.978,0.38307,0.26035,0.80928,0.95475,1,0.995,0.88015,0.55795,0.2862,0.84243,0.000643795,0.000643795,0.000643795
188,463.228,0.43201,0.27438,0.83245,0.96342,1,0.995,0.87429,0.5526,0.26018,0.84547,0.000638294,0.000638294,0.000638294
189,465.492,0.40653,0.27023,0.80806,0.96107,1,0.995,0.88547,0.54651,0.27508,0.84635,0.000632793,0.000632793,0.000632793
190,467.779,0.41368,0.26234,0.81194,0.97592,1,0.995,0.89266,0.53761,0.26731,0.84724,0.000627292,0.000627292,0.000627292
